NU_INSCRICAO,NU_NOTA_MT
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,453.03361038895696
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,10.109544113699636
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,0.0729742851729055
92823d467a2ced9529801e0e8a94802dd88f0c17,436.21985088219225
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,565.8202859454299
413cbb38b2e2522f8167ffb9daeac1347b281393,489.0840270535848
68985fad004092956a4b4ce94dd53dc76d07eaf7,493.73714283924
bdca9aeb19521675af15f2c28d86f6bebc45a834,482.1546600029769
b65b19d42b7a4b644fe9f99366dcb37b120862d9,417.48298510216637
eda898aa8ec465cbac70de72ead0c6d688e5f95a,436.2418134479674
5357b6c09be4c7f3829b72f80de846a9228253cb,-0.002219348611653793
8d5c4481d736f6ce27976e400f4245bf10757608,423.949353807199
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,-0.002219348611653793
089613ac7dca24109f84c72a97c83b2768b1df1c,-0.002219348611653793
527773409bf373301dbd835e59a263c035c043b8,-0.002219348611653793
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-0.002219348611653793
c4cea54435c0fd0e171eed4c215479bb3ca86113,443.2580801759117
7d5cd89c6112b9a202a025a24355135bc60848c6,477.4170951687664
b70ab62384aa80545928a311f5b5d3db2f4d87ee,540.560152492352
c96431dd924f366d2229a7f1455388b8cd85be49,576.8005175802293
1b72da5bb82cc150ecfe71218c02f155d694230b,-0.002219348611653793
e429507efe1c2680cc464481850117d17083cd88,-0.002219348611653793
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,424.1911271271489
e724482370ae6126008ade80b564ad8d8a0a7cbd,467.6518978764294
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,618.6581164523453
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,-0.002219348611653793
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,479.7076812074593
7f898f8939ae054359f83ee154bb91bc7dd2c959,551.7778876175287
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,480.3828558317156
82e3b12c6366008fabc238f299f117074e78de5d,401.091171863204
0d838be0e718ceb786cdb10fcc12559e00440240,504.4201860558655
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,473.68379904577984
5a9d89465845ac2d81366275cbb1a81d627efd36,-0.002219348611653793
c83fe640ba466ba904ac1055e53a875289888797,438.4195816528447
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,469.6588787828222
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,398.87829893152167
328639a0c753715c30a58bae70c82f2101153eb3,437.08993798437496
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,-0.002219348611653793
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,546.5735559732183
f56746cc2900258507d2b32c126f8db090db856f,440.8972466215752
1a4963b5fea8bb25c67750cdafbe84b01efad177,416.0138730339297
b520c940e62f4ed684417e7eacf00d85752060da,482.4402938404478
2e170cf2651ed448991af6fc5df15167733b2d8f,496.56311094723134
6efdd93a0ae289be6bb5a400bfc1deb077d75886,420.9731257050489
72ac2acc787d8cba0934cca3810ac091d792c8db,517.8277055854489
92a25eee14554806f081869cc9dac868fd1860fb,434.3927255378373
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,414.69491797812327
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,450.9598296082434
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,533.3189855243154
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,442.4684223989026
1730807e4916c5f7e8ab21e02ac5657bcea3e732,-0.002219348611653793
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,467.16307168529875
1a46d99716282410d1170f0f35069b34e34415d4,333.1063576697776
0467e022da4ef897f666bc76f31e1bc8976f7e92,489.4171714074293
993aca0d5eac6741117947c82a3647102096255e,475.5069802288275
94c96ade6ade21deb080bba6aad537fc4f195d47,491.3940733882364
36bb672077a46a3e4755cef90437a616d28bdf23,426.0344577828243
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,411.39577917430256
328ca19128d276eb4fbc309c54ec7f346c803d2f,699.4899441525178
27cdb62f0a2a5467efeb30aafbf246ed2320c532,400.4687589629722
c52cae37c3653620bbec72264c502f45ca2a8671,-0.002219348611653793
f9ef2695eb0986666093945894b8f2fee351bf22,501.0868935421995
2178c497293d0cab01ce74f5105b1a398fb12d8e,-0.002219348611653793
e21faa0c07406dde71ec02f266b19b314ba8b0e2,-0.002219348611653793
8a021391cdaac100dab56c59284bd50137a74129,549.1069174487506
12ee0df69325d97cb95404958c4acf4112aeab8a,-0.002219348611653793
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,511.86887851720076
66cf0f8b5af2466f9616fd15c0c10344df84982a,-0.002219348611653793
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,463.5203222603514
60edc5708acd60680891ea15379dd07c7a5924ff,-0.002219348611653793
b9f786712775e0d1d735398d710b01f404c985a3,397.40348760336815
564958997e204bda06fbe90afc4722805c78a855,571.8498655842207
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,419.45352408461736
527098f4ee3ceb5c393981930d23b8fe154f4db9,-0.002219348611653793
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,480.3775669412505
8296743fdd105ce9183561cf5b359b0a3781465e,427.63213467631374
a3b79e8c739832c77df2ba6bcdb23a7518155a33,-0.002219348611653793
6602c7f15a1fdd082265b64976448c6809df792d,444.9348925953072
31ae66f0fe024acae4490915c348e487f2367574,524.7010444741327
81901aa980653106e64863d957387d24e2c00af3,415.10387317341724
28e10d1bd0b6effe0edd503446ebda948ad240ad,431.59313559295504
53a7ee52a87f80241e2ca13c923e06b72bf3a059,399.6277847959179
50be5f75fdaedae454b0c3d63b7277854bd08d8f,-0.24144742533588348
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,-0.002219348611653793
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,593.5443866594026
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-0.002219348611653793
02681b5c893b94db204713cb4b20dde6fc3f2f95,545.057089438383
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,424.1518110365322
829dd51f77f3ae74c2216de2d86139bd0a03367c,-0.002219348611653793
28c6829e69879bc1d34db1cd51b89562d3cc596b,510.80583751591035
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,465.9785426604906
96715a069fbcb2e84b26a01563921962ccc4601e,-0.002219348611653793
923538833160e8432636c88e8119378a43b3d766,462.9439252818338
aacb834258765a2959ee63c57d2be4923d11a696,460.974274877155
c32e484025571dd94255a77f21de08ab8d2aaba8,477.3065810237464
d425deeec0a3c7006f14d732eff8933d5155067f,481.78330976542156
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,475.047140927383
716a178e9a6f7791b820da77879943ac9040a547,459.0401059201193
430212cd8767ef2bff8cda0f61729203fef7523e,426.23549391518486
e97d33221238e445688a0e984778d4ecac788be2,510.2295003410735
695c9481580951d830c4431fc6c9dee778ba9ca1,-0.002219348611653793
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,502.01301780439735
0411742cbb54fe1b6927b25f0bb52b885828c828,449.42974445238474
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,400.01965401972666
bc40729846bf209b06e2a9a890e01d4e6780f5b4,-0.002219348611653793
e4e7a38b58319ad0a5cde4848622b21783c907e9,482.1976156666061
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,566.3989230004174
aec1b63c3f0c9554e533752d8fe138ca82101d4a,447.4417317997816
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,483.13419229534856
4b48d500ba4410546ce01f7f6d44bcbafa73994f,429.3894814740604
edf33c347c866d26872f540bcc1f6ae415f3294c,479.6307925389315
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,511.6054415685412
3a265ea6ebdc4eb2520db912adf5592f03b3d634,405.708625367757
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-0.002219348611653793
0ade5488fd62db34c11a369bdbb4327faacc1635,-0.002219348611653793
e418fbb77e6ff4103205f3b7f6a66d53183d809b,465.11061852037824
8ddbfe70cd41135cb6f125335a48d100789edbf7,385.461378012716
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,-0.002219348611653793
1d3e406d0223d4cb0328850d689ba9fcadf62776,430.2957425100581
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-0.002219348611653793
ecaf075653faf2dcdf946c0ce50629f5083347c0,427.5080938220857
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,494.094650071061
d43894c5e83bb3a7e5000636295b0b050de19309,-0.002219348611653793
5b7877d12550dd35d27a02b66a13f2a27bce11ca,423.9387678556418
18f800ec03e33ebad5fb97aa8465dd3e5961337e,448.04795814962466
bb39cc6296f2c9da3963994899c5c34b50965720,-0.002219348611653793
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-0.002219348611653793
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,498.93501218293386
e887be276bf553575b20ed1a0de8833d9cb7e247,-0.002219348611653793
cc8794762ffa592758b5117d67e0d02e2e8b9c49,509.99716523371046
894d277c608610fa8c31db531f64582b9569b2e9,442.2585148395154
b2e029961aa0f20071b74708e0d97e6f200ec582,451.21151382533236
12c7d85e168b09a0278df140a22bcb0052a59b0a,359.1507810766004
64c4892488a9c6281bdabf467a0b5a6382d248e6,478.16060371515687
944e790f6e64eccf6df361247858165f17dd7abb,-0.002219348611653793
ac112e94587e6e4249b7182329ee5a5040ae94ea,537.5930983062283
a58cf11e498228f9aaca92b0c49f955a6163fb59,440.4248966291929
e8c84701c041b7f3b39f3125a0449fa633589fbe,496.798538670262
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,601.5559832898495
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-0.002219348611653793
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,435.99811011818576
e64ad901853230e396be49311ea98121c348fac6,473.7750735315394
8532af19be3729ea233c1f29e4c015820fc7fb3a,472.81753088109485
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,464.62413110330544
26853fd075fe27954772c3070997635b94f32b83,420.5589986986762
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,536.313957063584
574ec310dee846f9ae8eb278480257d463f6fbcc,462.64166759344926
ebb32b8df4ff9b202ba904f310724ce230cb4305,-0.002219348611653793
8a46e35787225c3e7adef2b998ad9c93a952106b,522.6055534455521
b62bf908b504e8c6898777a7f5b88afed358caea,446.9120190904784
10d22971ca4f53fc62d02905809ff1c37fbb68fc,571.6635110674032
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,440.23972111542196
cad47b624b484cb16291449cee30707a46c20199,-0.002219348611653793
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,558.3120285868351
bb6c0df09cb6663f142ce6da382b804353453af2,-0.002219348611653793
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,457.1503345657109
7bd0affe1bdd3681a0faecd80a3d48c023b986de,-0.002219348611653793
d76614020539405f481c0f5ffb9e6f88a0bf21b7,433.1654947794642
5ce2df96a99343819ead41bf242044177439696d,-0.002219348611653793
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-0.002219348611653793
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-0.002219348611653793
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,518.2207364609483
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,459.0393332539045
176b027cd932b17fcb6f119cfcef338a175062b8,403.418032868122
41474f2dda61d97f38ba79906d3dbcce223d1bd1,516.0309516374163
421eb738f9e2ea73e5f4227c915762d6421102ac,-0.002219348611653793
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,501.7573651508417
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,1.120329799031802
134d96275e3893946c3a0e1d59f86b336fe64f6e,-0.002219348611653793
d4e97da32ccb6987ec074aa48c24ce949c05a78c,430.3832690892963
fa556e489987a0588e9a8edb5327e2bde1679670,-0.002219348611653793
95c1d266a2524560761df98b376c17604733a6ad,537.8063075051994
c11c4303d2632cde64105a35554ecb77a8564260,469.4792850206646
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,471.48195482411694
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,539.5830077287885
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,434.92580207537253
580c34923cbde328e0aef1641dd02033fc862c04,458.55431178209676
156e1fb82056b0f6953c443446eb4dcceed7c03b,-0.002219348611653793
29d8bf198da9caa59047268faca60207da24d1b7,552.5066639643205
1b3f80a1cd9fff0408e96169fcaf006936b34fed,453.7441265417026
b5932043b62e0c58e16e2cc2c9d5489390e5c895,493.4056858798367
99092cc60948943c59d68d62ed81a75a03059113,467.2983344142351
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,0.9760387066295321
dd69fca6f17420dc911016a79e70583ca7ea330d,440.4864793159276
d387995af060965fb9d18973f3dbf4904f071066,417.1716647349707
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,481.5287924965833
543674772357cf9d8a7a8e7dfb89384af80ec30e,493.7313788996664
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,426.24015771825566
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-0.002219348611653793
0736d379ea0962e316ce84cce8e883321be36abb,433.8765838628109
98cc842c547c69a0d27776e272fd8b61131b0b37,419.01968698881154
890b7696fa85ca2b3e90b3951efec2135e88d5cf,454.99600443855144
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,655.2072458525363
d84b48f7dc7a6e387e6e985525143589754c5b13,439.37875956343964
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,502.66156466994613
dc4fe9d4124d9278f58f6f999711116a3fe58be7,485.7075201698774
f6624d763619c0898b34dc02adf06f53a1721cd0,445.1503568174538
60b1c12559860e7ad966da4c4db5c78e17278fc0,496.5409977566944
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-0.002219348611653793
4f365503582b97ea96462d0d36895a5e7f5926df,432.6749065371181
c80869804effb21d50cc8fff3f4c27ba5521240c,385.7151220814345
d0f351638d60e84b890a498d69c9a7961cdcdf36,451.7353071069329
48e8ec135997ff3676648d5c144c3c7150a7bbb1,405.28042177154293
45484014aefd10ea3e4b08fb93e66c251709cca6,444.1041410171632
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,433.2920606092936
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,393.7616242826139
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,564.3492368632666
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,422.6676577631153
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,549.32406182269
c83c66733c5bd90a59996e473bb69e44f6522976,341.2119443900159
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-0.002219348611653793
4c373daf5547a6292c4905696c148ec83f95f083,-0.002219348611653793
4549620b5459bb28990580f4ca0b4c2adc5b1a68,-0.002219348611653793
87f89c855f377c5b100ad2986cc6569e31d94a98,542.6594202218282
d0d8601aab147c191ae37365a930c1ed3eb0414b,-0.002219348611653793
9a25537903e8e7eab1dfb357903d241e24e86fb8,-0.002219348611653793
eaecf3dd32668664e1dcc2d6c7a69042824806a6,437.1002428603973
d19fa85793fcb8ae3126d10592c9c57d3b32971f,-0.002219348611653793
c59b370d3aa06b68878c836bceac844953d74972,453.3680157302808
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-0.002219348611653793
b2128312e70fdb830091aecb6b27d82617e2e226,338.39717367089827
8257941af168c0cc15f28bd596fd922352dae732,403.9740941902011
854ce153823802674f35bbe1ec010b12e9b3a56f,438.06538397743986
27f1db4e266b154f6f7fbef9c225fab472652a7b,438.93392413411016
11b90bed4a05d11169f308370faf81d6e9ca2c4f,428.1557274361239
5c55b7aeae6cb75ec715b4629812175239e45c15,-0.002219348611653793
1391c7de937e0fea2ad23ebb111e513bf2aca2af,-0.002219348611653793
e9488c35627294cd8f5a809c0667aef7a3f0d465,-0.002219348611653793
39c22d725a24b290af887b25175ae0a8d560db4b,-0.002219348611653793
e001e1d73163c327a4d800697b1b36cd6921f60d,442.5220192770965
b83424ca8973e4b2eebf6eb9e26e842999432d22,400.21822046470356
202da3f471204ad489ebf0c3856437337534112d,-0.002219348611653793
912d751c54b46c860c5ba61666fc6fc59ca2689d,376.66598983661567
8376d681a277c58f06ab633a06eaa66391126246,-0.002219348611653793
e114f7b197069bde8e158a0dbeaa022dd0c4e280,450.78796885966
fa84edf183bd459ea9394d77bdc191683a75ff66,568.7084006065852
76190ff09a736ff83169394b770699b2709c5a27,490.5404227768154
515db15df8581ae72bb8e8358833016adee74e02,465.9186867224506
e2a05053c19e6fba60d0e582e6c7f371728a7106,471.34268854497543
66c14322296ac259374ec98c5c3bb2bd67ba25e9,-0.002219348611653793
2378556841bc8d5746f2b94d6adefc2db20f9518,531.5287466226476
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-0.002219348611653793
796d558152d241567f8a72b535a5e36fe78886f3,441.6866239962491
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,518.7001188108018
3c748fc7a94edb7ac1484373751ffa8574a3281d,426.71256737889
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,308.70409998539463
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-0.002219348611653793
10a1e8808e744c619376bff659f859cd71e8c41d,459.1930058290783
fc959dafc37dde3f173f083486d84ce5c817443f,440.13238345094624
6979d91c0a1903a336c640e14eed100821a0e24d,476.81625825533877
d4e37c4c1235ce014392f6c8ba0436f195b9e459,523.7991330941426
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,-0.002219348611653793
565a955a60c6073157aa869c0351c626a7171ef3,525.0318540886849
5697c01ee87a008056ebc0993a1028b41a26d251,-0.002219348611653793
99be797e423b5ae08fe342ea772738f71975df47,579.8875297865018
b579ea83f2d6c15b2c717d16a89827d65f39904b,473.7881513154456
e9373b5c22567bec508f2fa2580e4dc3ff687caa,528.0433171740474
a465af361b68bd536dd8bf61d522b9b21755ab60,540.2075367575756
c8feec2a94d996d03534ce935dec7a034667f107,705.1782605257466
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,475.7956145335478
f4f7888cfe88b7a3b0f3d94749921976353ae82c,493.355526369418
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,487.54691276931055
2e466f15ac7b80870736fac2d0cf4bd7f362e852,463.533863213789
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,-0.002219348611653793
fc83a5c665f70f39b4c7d326118cbf21a898e660,594.0083466769252
c26fbd904781a4f6c37a8f8969778f687c6c1424,-0.002219348611653793
ced4913c2220be57c54bc9f87bb4f441d5976671,455.1214496393494
880ade460a231d722e8bb0e4d17f3c8f77663d37,395.7622030450449
7c869f5b89ddf3130c87011b6508ee59e32682c5,430.2471373205018
9027f65d4e576928ca59690c280050c53d66506a,661.8390429071418
09eb415bcb9842d207139c8bddf32427a134d51e,515.8965858171541
f8224c83e27f4921df62876f7ff660b1dab3d974,460.545521281208
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-0.002219348611653793
dfec3182aec0997207e0845b072498065ec89aac,641.0848148949602
d653549f6d0ba70e2113b2cc56e9a83e331d2462,556.9608973577172
e95674df974af80342f676ca9e3540aecec2b8dc,489.25022510300755
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,535.951922641772
2b7b15015ab18dc51893827c7e3f01d931a70410,-0.002219348611653793
22d86e8b43a9412df86ec15ac231b9919e3ec905,451.675026771208
1c61035799f6afe7f44c1fb68567d7a8945c3943,575.7556272916333
d5ed4b8732b0d7127a64f7e71137d321c56cc198,428.8000694400846
63edbbe59337f861a710bee4fe8a691d231f23da,405.54484986089466
f62bf9257782d839d38f84376b79611ed0de655d,-0.002219348611653793
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-0.002219348611653793
21b8ef230efbfca6b5f15b36a3243d76ed390967,506.1902546702807
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,340.24053385352033
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-0.002219348611653793
3de3c134579726fe4606b7a05f82ce19f00adb09,623.2861106178384
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,422.5282050390279
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,397.744813919331
520c60d32fd2af8be76abd332859b36d8ae45900,466.3835880482887
6cb6e2310b52c2898e500f81bea938446592568b,499.62351942900676
0193b535914e1c5a445bede11a408bf1709cd3cb,483.2381004802916
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,495.0610408404279
c512a461034cd90a9c5f1a32332b748041cfeba3,-0.002219348611653793
6f77bbe0fc418131d06d15f50b30073eae680dbb,-0.002219348611653793
9b378e3937af8e97d4753cdf0c8917306354aaaf,488.86419709354595
1c92f54a5fe563622a0e23cf116461a7e147efd8,537.7235785741045
90facc45f7578775e3278aa0bd4fb59dad4d37c1,437.22191011545954
563bd02a1204c85e79026a020ba5af29bce95c12,-0.48372794210617676
c8062c4cc7e023996bd37b87295f5a2957ddb172,454.1061623023812
ea7cc5987f9cc7f756d501961f64fa5769013823,-0.002219348611653793
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,587.8401530494142
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,439.6115826994562
1b61f7e184c7040ae4cea725153965e1f7f75308,431.18490694801835
aea68e00d370c2a0cfd02bf868824dec427bf23a,-0.002219348611653793
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-0.002219348611653793
95a9c65324583892b2d1a0c1c5163488f92d4a6d,408.3594662996385
5b7e7632cf766876026d0da6aa7c6df77bc13438,432.1600834071636
a3be14b06b7aef01331da18e7a1678222b563151,-0.002219348611653793
92b8965cf3fb76d11e5061f26e577c23d212b9c5,-0.002219348611653793
96fd0462597b8cf21b1e918c1947106cd8359e5d,517.0054691350823
5c1cef937c40bf8c30c119160bedde7ef679454e,591.9129000898326
27dce80bee1eadbcd82bc7d09adb063e116870f6,-0.002219348611653793
271a7e5b703fc3f29f6669415048a760e6355c5b,-0.002219348611653793
e39fbeab552a4b6492346d821d095c3a0d691555,439.5189627146418
93694c58636eabfe86550e734efb3775ba4d739f,487.14963638804835
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,615.6784849932399
6c05e70130682975c1485a862b6e08b895650671,434.4332938656498
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,409.89281346503634
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,386.9602153000395
283df09083d3c7bec2590f22355c7ba32ec88623,499.2678360041306
40b96e97dc29dfc990656e30c1038e846b6c8ff2,-0.002219348611653793
ff362d0a648559b9146fb97ee248eb423c3d6a50,-0.002219348611653793
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-0.002219348611653793
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,565.7153521727912
23131f453efc29c2af9553d307692c60a3add1ae,435.89705947004376
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,418.30573375790965
941646a7d24ee2837d7de90ff0a736bb8f61d68c,360.01240475750126
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-0.002219348611653793
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,525.029092893953
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,412.5167166932138
72882a9cffe151d94be90e02ce3967a91b628099,479.01412999113364
cf62916c9829bd3ad05104151eee856d6de7ca1c,598.3453669502866
6b8f4241357e65c0491cc0ef96396f811574134c,445.11572958765237
298806ed4313157d412e860ac3ea8833d6ca6970,-0.002219348611653793
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,407.552838461699
4485f973590cff61be5ec78cb3032d5fdf25b809,-0.002219348611653793
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,462.27171892790216
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-0.002219348611653793
8288badec4740382dbf7c33e4095cd4db0021bf7,386.741587135519
5e139289eb167622f915eea3d1d6e49d15d1c873,494.54497523888716
